client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396767.mp3	4032c1168b12275cbdf30d697a6ff6e7ad57bd87d5d5014bcfb223916459b836	Mae hi'n chwarae'r banjo yn dda.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396768.mp3	3876601b047b4558cfd288663a017cbe5d4e8aa0b555b4da3d38bfa8d8d801ea	Ond dylse hwn ddim fod yn stori.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396776.mp3	384f24af03beebfb22aadfe77d96d9c7d3e2fc5ce863a249b6226f620aa07d86	Tŷ a beudai to gwellt oedd ar fferm Dafydd.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396779.mp3	3e27a72ba3ade0b8b5a0f323cd57fbca02a731026b4cced03fc91255cfb120c7	Gwrandawodd hi arno tan iddo hedfan i ffwrdd.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396785.mp3	3b55e0272fced95a6b11687efc4a1f9234dbc58446d4422a9ad860345425e4c1	Mi wyddwn o'r gorau mai dull i fy nhrin i oedd o.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396790.mp3	3dcc401d6cdf3efdb6a7cd5ddc503a1d644b221accffdf0ede88eea5293af158	Aeth yn ei flaen yn araf drwy'r dref, ac allan i'r wlad.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396794.mp3	3b12a3d963987a2558c46b047e221a7802a818f06134def8b02293981cab745e	Am chwip o swpar.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396796.mp3	3664de7a54111659d9f54733d05fd5564383009ff056b3c1c0bff85cf51cc26a	Roedd y symbolaeth yn amlwg braidd.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396797.mp3	38f8d1d7060f431972582a8d3180ba358094168efb15e60756ef864e6f939167	Ydy'r ap yn ymddangos yn Gymraeg i chi?		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396799.mp3	3b4853506364106a938f4a675440bac916345df8b46b1d38a9439e07e4d4d10d	Mae'r ffilm yn cyfeirio'n benodol at Anhwylder Straen Wedi Trawma.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396807.mp3	3efaa2a9a7e4bb338d8547be679c153c3178750f80e03b288da54e767d0949c3	Ceir carnedd enfawr ar y copa.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396811.mp3	3726614d41c8d46dd19620612d0555d902297d163eced9cce8e5128beec35b5b	Yr allwedd oddi yma yw cydbwysedd, amseru a rhythm		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396814.mp3	3b9f066bf5cabc9e3f71e2c8e0e90cc9b5eb072f99e6f7d215ffc57c83ee902e	Doedd hi ddim yn dda iawn yn sgipio.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396824.mp3	1f43b3bba8b0ce97d0567c4f491cda70d7a1152937bcd241f64ed1f3e8e0db8e	Caiff Saudi Arabia ei rheoli gan frenhiniaeth absoliwt.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396836.mp3	3b776e032bcb5b715834e075e90192ac624dbbadda3583859e0860d604c48c30	Dylid defnyddio delweddu meddygol i chwilio am leoliad posibl yr haint.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396837.mp3	2f11ca92af5320374044e230f44fccfb0dd0685f79b56142d0f42ca9b7b76fd5	Wyt ti wedi dwgyd y ffrog newydd o'n i wedi meddwl gwisgo heddiw?		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396838.mp3	401b1ca50aa0df2f9a19f12193e059d5f528f2e8cdabd9029e11157fd91522ec	Aethon ni am dro i fyny at yr eglwys ar y mynydd.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396845.mp3	2932812840a537dc356b6f9fdde5f9338296d0cdf795978282c39538b30db94a	Eu gwaith oedd puro wraniwm drwy wahanu'r isotopau.		2	1					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396846.mp3	328f33b326463b15fbcc8fe4b0b23d6a729b8bf6930308563c8ec58b908cbd93	Gall sgil-effeithiau eraill gynnwys llid yr afu ac adweithiau alergaidd.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396847.mp3	38c742669adb0f3519701c3a70d37ee2e8e6084e872bbbd59ba7ae37863653d6	Mewn pinwydd, fodd bynnag, yr organ sy'n gyfrifol am atgynhyrchu ydy'r conau.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396848.mp3	34f4d74d828858727f74c4de809916feda32456ad03595bade3ba56c81b0d76c	Mae ar gael fel meddyginiaeth generig.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396849.mp3	3fb99ce97cbf86fb5e864a4a47d2f4ff640e5e1cb04a40623019ef8c57106c47	Math o ragfynegi yw rhagweld y tywydd, fel y'i ceir heddiw.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396851.mp3	3e1d3cdabd0fe061600e6119bb7dd4b50b5306fa2f331de00a4797f547334371	Darluniau llawn lliw ar bob tudalen.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396853.mp3	3fcb650f2d5b45b23c9ebeb66d903f9e1a0f9eaf9a850fa6770882e9725d82d9	Gwisgodd y ddynes siwmper las gyda botymau gwyn.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396856.mp3	30f21e9b77e309d42685063558049b058b698dbd1eb7a1a1a51349405bc5d3f3	Sonnir am un o'r crugiau hyn yn yr erthygl hon.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396857.mp3	3edcf2b869cc2b864b06c3ab6bc56f37f37c187a7ec6803348c9d8cf4b6f89cb	Oes yna rosod yn dal yno?		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396859.mp3	39b1cd6cb280b137f13404967b795754d31baf80d2971bc1be44f41316e03d73	Dw i 'di bod yn codi pwysau yn y gampfa.		2	1					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396866.mp3	39e9f1921b3f029316c7f6ab0e494146ecf475fc2c2541f1aa3ef5c4dc7d2d8a	Mae popeth yn y rhestr plant hefyd wedi'i gynnwys yn y brif restr.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396867.mp3	34c6194a3499d58e59664e625393f9d1d8cf4894ed1d8db0f3fd9dddbbb5a957	Maen nhw jyst yn wael.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396869.mp3	2ee379867976c829b65fa89ce785b5200ef1d4cd6e513ba6d6b8150af24f80f6	Adeiladwyd yr hyn sydd bellach yn gampws Llanbedr Prifysgol Cymru, y Drindod Dewi Sant.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396870.mp3	3f91e518faaeb84252917e6b8db424003d963aa80f31ed0fe5c35cb32adbb0ad	Geometreg feidraidd yw unrhyw system geometrig sydd â nifer feidraidd, gyfyngedig o bwyntiau.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396871.mp3	4138cc82cf69d8ccc4fd89f7f84f9241140e7945309e6cbfbcddbdc90f47bcf3	Cyn croesi'r bont yr ydym yn troi ar y chwith.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396874.mp3	382b7f1b20d3497dbaa0891dbc31356a4ea70458e5e3ad20c3089e69ff24ee9f	Addas i ddisgyblion ysgolion cynradd.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396875.mp3	3b18280b9ae756c60b014a1c0895766145ef1dee693ab42a2cbb718d041c3d79	Fe gicion nhw ddwywaith at y pyst.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396877.mp3	33556f967929b4c6b789a92a3b33c88ed0eb7c820935fbdbf5b6c41ab644a437	Ei fab hynaf oedd Cadwaladr Wyn, a fabwysiadodd y cyfenw Price.		2	1					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396879.mp3	3b108f4bc242df7b36f41300b87b6fa3f9eb612a1389675ef8c4bbfe44c2fdf9	Mae'r pwysau eto wedi gorfodi camgymeriad.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396892.mp3	3a9ef8150cacbd757f20d3a5031701e37ace664b16b1b585bc05e088bc8f1f65	Roedd presenoldeb gwael o ganlyniad i nifer iawn o ffactorau		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396893.mp3	40a5aba645f97856046a2c685647c845bebbe90ed83b8933b506ca883822a94d	Roeddwn yn helpu arwain grwpiau yn dysgu sgiliau crefftau, coginio a chwaraeon		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396909.mp3	32b500a0bce4132bdfe8f17090126e0074ca102f7027b744ebc4e50576fc43f1	Dwi'n hynod gyffrous i fod yn rhan o'r fenter arloesol yma		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396915.mp3	3c3bb62547ae6828552507330d154be5ccbf3c252a4067f74c12b46311db558a	Chafodd hi mo'i styrbio gan yr wylofain.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396916.mp3	3b6f09636236cee23ca9331e35f0bcbfcaba98bf5a71d9f6cecdee176d472e80	Gall nodweddion llygad brown gael ei drosglwyddo i'r epil.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396918.mp3	31ff7e483dbf5b7f21b40ae59cd7ecb61a6d8e6a41d4f61af7300bfb4cd13b04	A mae o'n sill yn llai felly nawran yw'r gair newydd.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396921.mp3	4025da2769ba224dc78eaf7c8a710794e37a6fa5481e313f4ca881ac64ad46cd	Pan gafodd afael ar ei llaw, cipiodd hi i ffwrdd.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396924.mp3	31aabf3a8a89a17b858725aab994e8f53628f8965a20610541c797255e6d7156	Mi oedd 'na lot o goed ar ben y mynydd.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396935.mp3	2e2e76b2bc8f254cbe66f5a27d6b6a0cde4a30838346adc3e564d32029be1b17	Dechreuodd, ond ni chwblhaodd, PhD yng Ngholeg y Brenin, Llundain.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396938.mp3	3722c288a952ced9d305a266073f2b97abfe8e3297ecf8e52a885ece66045d64	Daeth y ci du yn ei ôl.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396945.mp3	3b640efbfb124ce19e4f6df8523f013f730507cfb49a615c044bec70f3065e44	Mae'r eirin wedi disgyn o'r coed.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396946.mp3	3a80ce2e4639c960fd755993b0c7d90008265cca1ebdc6a2e647a3a1e75b8fd2	Tynnodd ei gap a gwaeddodd hwrê.		2	0					cy	
c55e72b79868a23fb9dbce25b6bd069591664ef440998bcf9473d18c30ec244b4dc92fe415610c28c2a916862ea5ced352d3d92570cc404ee7d603f273531e43	common_voice_cy_24396947.mp3	3c7eafe648dcc85e8ecc6941edc9a748041881a1fcaa9361b89b86275736388b	Yr unig gorff ar y lefel hwn oedd y Cyfrin-gyngor.		2	0					cy	
